record,age,sex,grade,race4,qn16,qn17,qn19,qn20,qn21,qn24,qn25,qn27,qn28,qn29,qn30,qn33,qn37,qn43,qn45,qn47,qn50,qn51,qn52,qn53,qn54,qn55,qn56,qn57
1116338,6,2,2,3,2,1,1,2,2,2,2,2,2,2,2,NA,1,2,2,1,2,2,2,2,2,2,2,2
1116339,6,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116340,6,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116341,6,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116342,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2
1116343,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,1,2,2,2,2,2,2,2,2
1116344,6,2,3,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2
1116345,6,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116346,6,2,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
1116347,6,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,2,2,2,2,2,2,2,2,2
1116348,6,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116349,6,2,4,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2
1116350,6,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2
1116351,6,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116352,6,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116353,6,2,4,3,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2
1116354,6,2,4,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,2
1116355,6,2,4,3,NA,2,2,2,2,2,2,2,2,NA,NA,2,NA,2,2,1,1,2,2,2,2,2,1,2
1116356,6,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2
1116357,6,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1116358,6,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116359,6,2,4,3,1,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116360,6,2,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116361,6,2,4,3,2,1,1,1,1,1,1,2,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1
1116362,6,2,3,3,NA,1,2,2,2,1,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2
1116363,6,2,3,NA,2,2,1,2,2,2,2,2,2,NA,NA,2,2,NA,NA,1,1,2,1,1,1,1,1,1
1116364,6,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116365,6,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
1116366,6,2,3,3,1,2,2,NA,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
1116367,6,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116368,6,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116369,6,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116370,6,2,3,4,2,2,2,2,1,2,2,2,1,2,2,2,NA,2,2,2,2,2,2,2,2,2,1,2
1116371,6,2,3,3,2,2,2,2,2,2,2,2,1,NA,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116372,6,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116373,6,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116374,6,2,3,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116375,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116376,6,2,2,4,1,1,2,1,2,NA,2,2,NA,1,1,NA,2,NA,NA,NA,1,2,2,1,2,1,2,1
1116377,6,2,3,3,2,2,2,2,2,2,2,2,NA,1,2,2,2,2,2,NA,2,2,2,2,2,2,2,2
1116378,6,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
1116379,6,2,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116380,6,2,3,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116381,6,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116382,6,2,1,3,1,NA,NA,NA,NA,2,2,2,2,NA,NA,2,1,2,2,1,1,2,2,2,2,NA,2,2
1116383,6,2,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
1116384,6,2,4,3,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2
1116385,6,2,3,2,2,2,1,1,1,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2
1116386,6,2,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116387,6,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116388,6,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2
1116389,6,2,3,2,1,2,1,2,2,2,1,2,2,2,2,2,2,NA,2,1,2,2,2,2,2,2,2,2
1116390,6,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
1116391,6,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116392,6,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116393,6,2,3,2,1,2,2,2,1,2,2,2,1,2,2,NA,2,NA,NA,1,2,2,1,2,1,2,1,2
1116394,6,2,3,1,NA,2,2,2,2,2,2,2,2,NA,NA,1,1,1,2,1,2,2,2,2,2,2,2,2
1116395,6,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116396,6,2,3,2,1,2,2,1,1,2,2,2,2,2,2,NA,2,NA,2,2,2,2,2,2,2,2,2,2
1116397,6,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116398,6,2,4,3,2,2,2,2,2,2,2,1,2,2,2,NA,2,1,2,1,2,2,2,2,2,2,2,2
1116399,6,2,3,NA,2,1,1,1,2,2,2,1,1,1,2,2,2,1,2,NA,2,2,2,2,2,2,2,2
1116400,6,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116401,6,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116402,6,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2
1116403,6,2,3,3,2,2,2,2,1,2,2,2,2,2,2,NA,1,2,2,2,2,2,2,2,2,2,2,2
1116404,6,2,4,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,1,2,2,2,2,2,2,2,2
1116405,6,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116406,6,2,2,3,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2
1116407,6,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116408,6,2,3,2,2,2,2,2,2,2,2,2,2,NA,NA,2,NA,2,2,2,2,2,2,2,2,2,2,2
1116409,6,2,4,2,2,2,2,2,1,2,2,2,2,NA,NA,2,2,NA,2,2,2,1,2,2,2,2,2,2
1116410,6,2,4,2,2,2,2,2,2,2,2,2,2,NA,NA,2,NA,2,2,NA,2,2,2,2,2,2,2,2
1116411,6,2,3,3,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2
1116412,6,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2
1116413,6,2,4,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2
1116414,6,2,4,3,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2
1116415,6,2,4,3,2,2,2,2,2,2,2,2,2,NA,NA,1,2,1,2,1,2,2,2,2,2,2,2,2
1116416,6,2,2,2,2,2,2,1,2,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116417,6,2,3,3,2,2,1,2,2,2,2,2,2,2,2,1,2,NA,NA,1,1,2,2,2,2,2,2,2
1116418,6,2,4,3,2,2,1,2,2,2,2,1,1,NA,NA,2,2,1,2,1,2,2,2,2,2,2,1,2
1116419,6,2,NA,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116420,6,2,4,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,2
1116421,6,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116422,6,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116423,6,2,2,3,2,2,2,2,2,2,2,1,1,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116424,6,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1116425,6,2,3,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1
1116426,6,2,3,2,1,2,2,2,2,2,1,NA,2,2,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,2
1116427,6,2,3,4,2,2,2,2,2,2,2,2,2,NA,NA,2,NA,2,2,2,2,2,2,2,2,2,2,2
1116428,6,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116429,6,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116430,6,2,4,4,2,2,1,2,2,2,1,2,2,2,2,1,1,NA,NA,2,2,2,2,2,2,2,2,2
1116431,6,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116432,6,2,4,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,2,2,2
1116433,6,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116434,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116435,6,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116436,6,2,4,2,1,2,1,1,2,2,2,2,1,NA,2,NA,2,2,2,1,2,2,2,2,2,2,2,2
1116437,7,2,4,3,NA,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2
1116438,7,2,4,2,1,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116439,7,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116440,7,2,4,1,2,1,2,2,2,2,1,2,2,NA,NA,1,2,1,2,1,2,2,2,2,2,2,1,2
1116441,7,2,4,3,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2
1116442,7,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116443,7,2,4,3,2,2,1,2,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2
1116444,7,2,4,3,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,1,1,2,2,2,1,2,2,2
1116445,7,2,4,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1116446,7,2,4,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2
1116447,7,2,4,NA,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2
1116448,7,2,4,3,2,2,2,2,2,2,2,2,2,1,1,NA,2,1,2,1,2,2,2,2,2,2,2,2
1116449,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,2,2,2,2,2
1116450,7,2,4,3,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1
1116451,7,2,NA,NA,2,2,2,2,2,2,2,1,2,2,2,NA,2,1,2,1,2,2,2,2,NA,NA,2,2
1116452,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116453,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1116454,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116455,7,2,4,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116456,7,2,4,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116457,7,2,4,2,2,1,2,2,2,1,2,2,2,NA,NA,2,2,NA,NA,1,2,1,2,2,2,2,2,2
1116458,7,2,4,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116459,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116460,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2
1116461,7,2,4,3,2,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2
1116462,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2
1116463,7,2,NA,NA,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116464,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116465,7,2,4,3,2,2,2,2,2,2,2,1,2,NA,NA,2,1,2,2,1,2,2,2,2,2,2,2,2
1116466,7,2,3,3,2,2,2,2,2,2,2,1,1,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,2
1116467,7,2,4,2,2,1,1,2,2,2,2,2,2,NA,NA,1,2,NA,NA,1,2,2,2,2,2,2,2,2
1116468,7,2,4,2,2,2,2,1,NA,NA,2,1,2,2,NA,NA,2,NA,NA,NA,1,1,2,1,1,2,1,NA
1116469,7,2,4,2,2,1,2,1,2,2,2,2,2,NA,NA,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1116470,7,2,4,3,2,2,1,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116471,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2
1116472,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116473,7,2,4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116474,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116475,7,2,4,NA,1,1,1,1,2,1,1,2,2,NA,NA,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1116476,7,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2
1116477,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116478,7,2,4,3,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,2,NA,1,NA,1,1,1,1,1,2
1116479,7,2,4,2,NA,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116480,7,2,3,3,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2
1116481,7,2,4,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116482,7,2,4,2,2,1,1,1,2,2,2,2,2,1,1,NA,1,NA,NA,1,2,2,2,2,2,2,1,2
1116483,7,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116484,7,2,4,3,2,2,2,2,2,2,2,2,2,NA,NA,1,2,NA,1,1,2,2,2,2,2,2,2,2
1116485,7,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116486,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2
1116487,7,2,4,1,2,2,2,1,2,2,2,2,2,NA,NA,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1116488,7,2,4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116489,7,2,3,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116490,7,2,3,3,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
1116491,7,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2
1116492,7,2,3,NA,2,1,1,1,1,2,2,2,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116493,7,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2
1116494,7,2,4,2,NA,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,NA
1116495,7,2,4,2,2,2,2,2,2,1,1,1,1,NA,NA,NA,2,1,2,NA,1,1,1,1,1,1,2,1
1116496,7,2,2,3,2,2,2,2,2,2,2,2,2,NA,NA,2,1,2,2,2,2,2,2,2,2,2,2,2
1116497,7,2,4,2,1,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116498,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116499,7,2,4,2,1,2,2,2,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116500,7,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116501,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,2
1116502,7,2,4,2,2,2,2,1,2,2,2,2,2,NA,NA,NA,1,1,2,1,NA,1,1,1,1,1,1,NA
1116503,7,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116504,7,2,4,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116505,7,2,4,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,1,2,1,1,2,1,1,2
1116506,7,2,4,3,2,2,2,2,2,2,2,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,2
1116507,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116508,7,2,4,3,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116509,7,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116510,7,2,4,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,2
1116511,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1116512,7,2,4,4,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116513,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116514,7,2,3,2,2,2,1,1,2,2,2,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2
1116515,7,2,4,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2
1116516,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116517,7,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116518,7,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116519,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2
1116520,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116521,7,2,3,1,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2
1116522,7,2,4,1,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1116523,7,2,4,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,1,2,2,2,2,2,2,2,2
1116524,7,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2
1116525,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2
1116526,7,2,4,3,2,2,2,NA,1,NA,NA,1,2,NA,NA,2,NA,2,2,2,2,2,2,2,2,2,2,2
1116527,7,2,4,NA,2,2,2,1,2,2,2,2,2,2,2,NA,2,1,2,1,2,2,2,2,2,2,2,2
1116528,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,2,2,2,2,2,1,2
1116529,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2
1116530,7,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2
1116531,7,2,4,2,2,2,2,2,NA,2,2,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116532,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116533,7,2,4,2,2,2,1,1,2,2,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116534,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2
1116535,7,2,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,1,2
1116536,7,2,3,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,1,2,2,1,2,2,2,2,2
1116537,7,2,NA,NA,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116538,7,2,4,3,1,1,1,1,2,NA,NA,NA,2,1,2,NA,2,NA,NA,2,2,2,2,2,2,2,2,2
1116539,7,2,NA,2,2,2,2,2,2,2,2,1,1,1,2,2,NA,2,2,1,2,2,2,2,2,2,2,2
1116540,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,1,2,2,2,2,1,2
1116541,7,2,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116542,7,2,4,NA,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
1116543,7,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,1,2,1,2,2,2,2,2,2
1116544,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116545,7,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116546,7,2,4,4,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,1,2
1116547,7,2,3,2,2,2,1,1,2,2,1,1,1,1,1,2,2,NA,NA,1,2,2,2,2,1,2,1,2
1116548,7,2,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116549,7,2,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2
1116550,7,2,3,NA,2,2,2,1,2,1,2,2,2,2,NA,1,2,1,2,1,2,1,2,2,2,1,2,2
1116551,7,2,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2
1116552,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116553,7,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116554,7,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2
1116555,7,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116556,7,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116557,7,2,4,3,2,2,2,2,2,2,2,2,2,NA,NA,1,1,NA,1,1,2,2,2,2,2,2,1,2
1116558,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116559,7,2,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116560,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,1,2,2,2,2,2,2,2
1116561,7,2,NA,2,2,1,2,1,NA,NA,1,1,2,1,NA,1,NA,NA,NA,NA,1,1,1,2,2,1,1,2
1116562,7,2,4,3,2,2,2,2,2,2,2,2,1,2,2,NA,2,2,2,1,2,2,2,2,2,2,2,2
