record,age,sex,grade,race4,qn16,qn17,qn19,qn20,qn21,qn24,qn25,qn27,qn28,qn29,qn30,qn33,qn37,qn43,qn45,qn47,qn50,qn51,qn52,qn53,qn54,qn55,qn56,qn57
1117017,5,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117018,5,1,3,1,2,2,2,2,2,2,2,1,1,NA,NA,1,2,NA,NA,1,2,1,2,2,2,2,2,2
1117019,5,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117020,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117021,5,1,2,4,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,2
1117022,5,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
1117023,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117024,5,1,2,2,2,2,2,1,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117025,5,1,3,2,2,2,2,1,2,2,2,1,1,NA,NA,2,2,1,2,1,2,2,2,2,2,2,2,2
1117026,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2
1117027,5,1,1,3,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117028,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117029,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117030,5,1,NA,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117031,5,1,3,2,2,2,1,2,2,2,2,1,1,2,2,2,NA,NA,NA,NA,2,2,2,2,2,2,2,2
1117032,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117033,5,1,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117034,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117035,5,1,3,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2
1117036,5,1,3,3,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117037,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117038,5,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117039,5,1,3,3,2,2,2,1,2,2,2,1,1,NA,NA,1,2,1,2,1,2,2,2,2,2,2,2,2
1117040,5,1,3,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1117041,5,1,3,3,2,1,2,2,2,1,1,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2
1117042,5,1,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,2
1117043,5,1,3,4,2,2,2,2,1,2,1,1,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2
1117044,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117045,5,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,NA,NA,2,NA,1,1,1,1,2,2,2
1117046,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117047,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117048,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2
1117049,5,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,NA,1,2,1,2,2,2,2,1,2,1,2
1117050,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117051,5,1,3,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117052,5,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1117053,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117054,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117055,5,1,3,2,2,2,2,2,1,2,2,1,2,NA,NA,2,2,1,2,1,2,2,2,2,2,2,NA,2
1117056,5,1,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2
1117057,5,1,3,2,2,1,2,1,2,2,2,2,2,2,2,2,NA,1,2,1,2,1,2,2,2,2,2,2
1117058,5,1,3,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117059,5,1,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1117060,5,1,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117061,5,1,2,3,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117062,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117063,5,1,3,3,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117064,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,2
1117065,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
1117066,5,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2
1117067,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117068,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117069,5,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117070,5,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117071,5,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2
1117072,5,1,3,2,1,2,2,2,2,1,2,1,2,2,2,2,NA,1,2,1,2,2,2,2,2,2,2,2
1117073,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117074,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117075,5,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2
1117076,5,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,NA
1117077,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117078,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117079,6,1,3,3,1,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,1,2,2,2,2,2,2,2,2
1117080,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117081,6,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1117082,6,1,3,2,2,2,2,1,2,2,2,2,2,NA,NA,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1117083,6,1,2,3,1,2,2,2,2,1,2,2,2,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,2
1117084,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117085,6,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2
1117086,6,1,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117087,6,1,3,3,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117088,6,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117089,6,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117090,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117091,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117092,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117093,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117094,6,1,3,3,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117095,6,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117096,6,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117097,6,1,3,3,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2
1117098,6,1,4,3,2,2,2,2,2,1,2,1,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2
1117099,6,1,4,3,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2
1117100,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117101,6,1,4,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117102,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,1,2,2,2,2,2,2,2,2
1117103,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117104,6,1,4,3,NA,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117105,6,1,4,NA,2,2,2,2,2,2,2,2,2,1,1,2,2,NA,2,1,2,2,2,2,2,2,2,2
1117106,6,1,3,3,2,2,2,2,2,1,1,1,2,2,2,2,2,NA,2,2,2,1,2,2,2,2,2,2
1117107,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117108,6,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117109,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117110,6,1,3,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2
1117111,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117112,6,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117113,6,1,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117114,6,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117115,6,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117116,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117117,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2
1117118,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117119,6,1,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2
1117120,6,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117121,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117122,6,1,3,3,2,2,2,2,1,2,2,2,2,NA,NA,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
1117123,6,1,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,2,2,2,1,2
1117124,6,1,3,3,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117125,6,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117126,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117127,6,1,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117128,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117129,6,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
1117130,6,1,3,3,NA,NA,2,2,2,1,2,1,2,NA,1,NA,2,2,2,2,2,2,2,2,2,2,2,2
1117131,6,1,3,3,2,1,1,2,2,2,2,2,2,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,2
1117132,6,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117133,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117134,6,1,4,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117135,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117136,6,1,3,3,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2
1117137,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117138,6,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117139,6,1,4,1,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,1,2,2,2,2,1,2,2,2
1117140,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117141,6,1,3,2,2,2,2,2,NA,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,NA,NA
1117142,6,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117143,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117144,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117145,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117146,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
1117147,6,1,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2
1117148,6,1,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2
1117149,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117150,6,1,3,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2
1117151,6,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117152,6,1,4,3,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117153,6,1,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117154,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117155,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117156,6,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1117157,6,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1117158,6,1,4,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2
1117159,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117160,6,1,4,2,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117161,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117162,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117163,6,1,4,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2
1117164,6,1,4,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,NA,2,2,2,2,2,2,2,2
1117165,6,1,2,3,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2
1117166,6,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117167,6,1,4,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2
1117168,6,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117169,6,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117170,6,1,4,4,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117171,6,1,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117172,6,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117173,6,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117174,6,1,4,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117175,6,1,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117176,6,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117177,6,1,3,3,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117178,6,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,NA,NA,NA,1,2,2,2,2,2,2,2
1117179,6,1,3,3,2,2,2,2,2,1,1,2,2,NA,NA,2,NA,2,2,2,2,2,2,2,2,2,2,2
1117180,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117181,6,1,4,3,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117182,6,1,4,3,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117183,6,1,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117184,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
1117185,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2
1117186,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117187,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,2,2,2,2,2,2,2,2,2
1117188,6,1,4,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117189,6,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117190,6,1,4,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117191,6,1,3,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2
1117192,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117193,6,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
1117194,6,1,3,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,2
1117195,6,1,3,1,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,1,2,2,2,2,2,2,2,2
1117196,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117197,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2
1117198,6,1,3,3,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
1117199,6,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117200,6,1,2,3,1,2,1,NA,2,1,2,1,1,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,2
1117201,6,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117202,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117203,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1117204,6,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117205,6,1,3,3,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
1117206,6,1,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117207,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
1117208,6,1,3,2,1,2,2,2,2,2,2,1,NA,NA,NA,NA,2,NA,NA,NA,2,1,1,1,1,1,2,NA
1117209,6,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117210,6,1,3,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117211,6,1,3,3,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117212,6,1,3,2,2,2,2,2,2,2,1,2,NA,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1117213,6,1,3,3,1,2,2,2,2,2,2,2,2,2,2,1,2,NA,NA,1,2,2,2,2,2,2,2,2
1117214,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,2,1,2,2,NA,2,2,2,2,2
1117215,6,1,4,3,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1117216,6,1,NA,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117217,6,1,4,3,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117218,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2
1117219,6,1,4,3,1,2,1,1,2,1,1,2,2,NA,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2
1117220,6,1,4,3,2,2,2,2,2,2,1,2,2,NA,NA,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1117221,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117222,6,1,4,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117223,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117224,6,1,3,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117225,6,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,NA,NA,1,2,2,2,2,2,2,1,2
1117226,6,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117227,6,1,3,2,1,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117228,6,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117229,6,1,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117230,6,1,4,2,1,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117231,6,1,3,NA,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117232,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117233,6,1,3,2,1,1,2,1,NA,NA,NA,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1117234,6,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
1117235,6,1,3,2,2,2,2,1,2,2,2,1,1,2,2,NA,2,1,2,1,2,2,2,2,2,2,2,2
1117236,6,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117237,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117238,6,1,3,3,1,2,2,2,2,2,2,1,1,1,2,1,2,NA,NA,1,2,2,2,2,2,2,1,2
1117239,6,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117240,6,1,3,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117241,6,1,2,1,1,1,2,2,2,1,2,2,2,2,2,NA,2,1,2,1,2,2,2,2,1,2,2,2
1117242,6,1,3,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117243,6,1,3,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117244,6,1,4,3,1,2,1,2,NA,2,1,NA,2,NA,NA,NA,2,NA,NA,1,2,1,1,2,1,1,1,1
